"arc_length","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask"
0.01632,1,1.42396e-05,0,1.62258e-06,41.2582,0.500266,-0.5,0.01632,0,-0.135492,-0.270984,9.12826e-11,1.27847e-10,1.06891e-15,1.49177e-10,1.49174e-10,1.07564e-12,0,0,0,0,0,0.000587561,1.06363,1.06363,0.000559263,0,0,0.01632,,1,1.3506e-05,0,1.62258e-06,20.95,0.150885,-0.15,0.01632,0,-0.187274,-0.374547,5.9752e-11,4.27811e-11,7.17363e-16,5.70954e-11,5.70917e-11,6.46185e-13,0,0,0,0,0,0.000282952,1.11109,1.11109,0.000454404,0,0,0.01632,,1,1.37035e-05,0,1.62258e-06,19.1682,0.01632,0,0.01632,0,-0.207242,-0.414484,1.8786e-11,6.87746e-12,2.38215e-16,9.96314e-12,9.96293e-12,6.57078e-14,0,0,0,0,0,0.000262732,1.12766,1.12766,-0.00161667,0,0,0.01632,
0.01636,1,1.42398e-05,0,1.62258e-06,41.2578,0.500268,-0.5,0.01636,0,-0.135492,-0.270984,9.13396e-11,1.27852e-10,1.07002e-15,1.49181e-10,1.49177e-10,1.07443e-12,0,0,0,0,0,0.000587563,1.06363,1.06363,0.000553184,0,0,0.01636,,1,1.35039e-05,0,1.62258e-06,20.9423,0.15089,-0.15,0.01636,0,-0.187274,-0.374547,5.95089e-11,4.27852e-11,7.13741e-16,5.70991e-11,5.70955e-11,6.44525e-13,0,0,0,0,0,0.000282805,1.11109,1.11109,0.000449512,0,0,0.01636,,1,1.36936e-05,0,1.62258e-06,19.1186,0.01636,0,0.01636,0,-0.207238,-0.414476,1.85199e-11,6.88169e-12,2.34265e-16,9.96937e-12,9.96915e-12,6.55959e-14,0,0,0,0,0,0.000261878,1.12768,1.12768,-0.00161826,0,0,0.01636,
0.0164,1,1.424e-05,0,1.62258e-06,41.2574,0.500269,-0.5,0.0164,0,-0.135492,-0.270984,9.13966e-11,1.27856e-10,1.07112e-15,1.49184e-10,1.4918e-10,1.07322e-12,0,0,0,0,0,0.000587566,1.06363,1.06363,0.000547105,0,0,0.0164,,1,1.35018e-05,0,1.62258e-06,20.9347,0.150894,-0.15,0.0164,0,-0.187273,-0.374547,5.92659e-11,4.27893e-11,7.10119e-16,5.71028e-11,5.70992e-11,6.42864e-13,0,0,0,0,0,0.000282658,1.1111,1.1111,0.000444619,0,0,0.0164,,1,1.36837e-05,0,1.62258e-06,19.0691,0.0164,0,0.0164,0,-0.207234,-0.414468,1.82539e-11,6.88592e-12,2.30315e-16,9.97559e-12,9.97537e-12,6.5484e-14,0,0,0,0,0,0.000261024,1.12771,1.12771,-0.00161985,0,0,0.0164,
0.01644,1,1.42402e-05,0,1.62258e-06,41.257,0.50027,-0.5,0.01644,0,-0.135492,-0.270984,9.14536e-11,1.27861e-10,1.07222e-15,1.49188e-10,1.49184e-10,1.07201e-12,0,0,0,0,0,0.000587568,1.06363,1.06363,0.000541025,0,0,0.01644,,1,1.34997e-05,0,1.62258e-06,20.927,0.150898,-0.15,0.01644,0,-0.187273,-0.374547,5.90229e-11,4.27934e-11,7.06497e-16,5.71066e-11,5.7103e-11,6.41203e-13,0,0,0,0,0,0.000282511,1.1111,1.1111,0.000439727,0,0,0.01644,,1,1.36737e-05,0,1.62258e-06,19.0196,0.01644,0,0.01644,0,-0.20723,-0.41446,1.79878e-11,6.89015e-12,2.26365e-16,9.98181e-12,9.9816e-12,6.53721e-14,0,0,0,0,0,0.00026017,1.12774,1.12774,-0.00162144,0,0,0.01644,
0.01648,1,1.42404e-05,0,1.62258e-06,41.2566,0.500271,-0.5,0.01648,0,-0.135492,-0.270984,9.15106e-11,1.27865e-10,1.07333e-15,1.49191e-10,1.49187e-10,1.0708e-12,0,0,0,0,0,0.000587571,1.06362,1.06362,0.000534946,0,0,0.01648,,1,1.34976e-05,0,1.62258e-06,20.9193,0.150903,-0.15,0.01648,0,-0.187273,-0.374547,5.87799e-11,4.27976e-11,7.02876e-16,5.71103e-11,5.71067e-11,6.39542e-13,0,0,0,0,0,0.000282364,1.11111,1.11111,0.000434835,0,0,0.01648,,1,1.36638e-05,0,1.62258e-06,18.9701,0.01648,0,0.01648,0,-0.207226,-0.414452,1.77217e-11,6.89438e-12,2.22416e-16,9.98803e-12,9.98782e-12,6.52602e-14,0,0,0,0,0,0.000259316,1.12776,1.12776,-0.00162303,0,0,0.01648,
0.01652,1,1.42406e-05,0,1.62258e-06,41.2561,0.500273,-0.5,0.01652,0,-0.135492,-0.270984,9.15676e-11,1.2787e-10,1.07443e-15,1.49194e-10,1.49191e-10,1.06959e-12,0,0,0,0,0,0.000587573,1.06362,1.06362,0.000528867,0,0,0.01652,,1,1.34955e-05,0,1.62258e-06,20.9116,0.150907,-0.15,0.01652,0,-0.187273,-0.374547,5.85369e-11,4.28017e-11,6.99254e-16,5.7114e-11,5.71105e-11,6.37881e-13,0,0,0,0,0,0.000282217,1.11111,1.11111,0.000429943,0,0,0.01652,,1,1.36539e-05,0,1.62258e-06,18.9205,0.01652,0,0.01652,0,-0.207222,-0.414444,1.74557e-11,6.8986e-12,2.18466e-16,9.99425e-12,9.99404e-12,6.51482e-14,0,0,0,0,0,0.000258462,1.12779,1.12779,-0.00162462,0,0,0.01652,
0.01656,1,1.42408e-05,0,1.62258e-06,41.2557,0.500274,-0.5,0.01656,0,-0.135492,-0.270984,9.16246e-11,1.27875e-10,1.07554e-15,1.49198e-10,1.49194e-10,1.06838e-12,0,0,0,0,0,0.000587576,1.06362,1.06362,0.000522788,0,0,0.01656,,1,1.34934e-05,0,1.62258e-06,20.904,0.150911,-0.15,0.01656,0,-0.187273,-0.374546,5.82938e-11,4.28058e-11,6.95632e-16,5.71177e-11,5.71142e-11,6.36221e-13,0,0,0,0,0,0.00028207,1.11111,1.11111,0.000425051,0,0,0.01656,,1,1.3644e-05,0,1.62258e-06,18.871,0.01656,0,0.01656,0,-0.207218,-0.414436,1.71896e-11,6.90283e-12,2.14516e-16,1.00005e-11,1.00003e-11,6.50363e-14,0,0,0,0,0,0.000257608,1.12782,1.12782,-0.00162621,0,0,0.01656,
0.0166,1,1.4241e-05,0,1.62258e-06,41.2553,0.500275,-0.5,0.0166,0,-0.135492,-0.270983,9.16816e-11,1.27879e-10,1.07664e-15,1.49201e-10,1.49197e-10,1.06716e-12,0,0,0,0,0,0.000587578,1.06362,1.06362,0.000516709,0,0,0.0166,,1,1.34913e-05,0,1.62258e-06,20.8963,0.150916,-0.15,0.0166,0,-0.187273,-0.374546,5.80508e-11,4.28099e-11,6.9201e-16,5.71215e-11,5.71179e-11,6.3456e-13,0,0,0,0,0,0.000281923,1.11112,1.11112,0.000420158,0,0,0.0166,,1,1.3634e-05,0,1.62258e-06,18.8215,0.0166,0,0.0166,0,-0.207214,-0.414428,1.69236e-11,6.90706e-12,2.10567e-16,1.00067e-11,1.00065e-11,6.49244e-14,0,0,0,0,0,0.000256755,1.12784,1.12784,-0.0016278,0,0,0.0166,
0.01664,1,1.42413e-05,0,1.62258e-06,41.2549,0.500277,-0.5,0.01664,0,-0.135492,-0.270983,9.17386e-11,1.27884e-10,1.07775e-15,1.49205e-10,1.49201e-10,1.06595e-12,0,0,0,0,0,0.000587581,1.06362,1.06362,0.00051063,0,0,0.01664,,1,1.34892e-05,0,1.62258e-06,20.8886,0.15092,-0.15,0.01664,0,-0.187273,-0.374546,5.78078e-11,4.28141e-11,6.88388e-16,5.71252e-11,5.71217e-11,6.32899e-13,0,0,0,0,0,0.000281776,1.11112,1.11112,0.000415266,0,0,0.01664,,1,1.36241e-05,0,1.62258e-06,18.7719,0.01664,0,0.01664,0,-0.20721,-0.41442,1.66575e-11,6.91129e-12,2.06617e-16,1.00129e-11,1.00127e-11,6.48125e-14,0,0,0,0,0,0.000255901,1.12787,1.12787,-0.00162939,0,0,0.01664,
0.01668,1,1.42415e-05,0,1.62258e-06,41.2544,0.500278,-0.5,0.01668,0,-0.135492,-0.270983,9.17956e-11,1.27888e-10,1.07885e-15,1.49208e-10,1.49204e-10,1.06474e-12,0,0,0,0,0,0.000587583,1.06362,1.06361,0.000504551,0,0,0.01668,,1,1.34871e-05,0,1.62258e-06,20.881,0.150925,-0.15,0.01668,0,-0.187273,-0.374546,5.75648e-11,4.28182e-11,6.84767e-16,5.71289e-11,5.71254e-11,6.31238e-13,0,0,0,0,0,0.000281629,1.11112,1.11112,0.000410374,0,0,0.01668,,1,1.36142e-05,0,1.62258e-06,18.7224,0.01668,0,0.01668,0,-0.207206,-0.414412,1.63915e-11,6.91552e-12,2.02667e-16,1.00191e-11,1.00189e-11,6.47005e-14,0,0,0,0,0,0.000255047,1.1279,1.1279,-0.00163098,0,0,0.01668,
0.01672,1,1.42417e-05,0,1.62258e-06,41.254,0.500279,-0.5,0.01672,0,-0.135492,-0.270983,9.18526e-11,1.27893e-10,1.07995e-15,1.49211e-10,1.49208e-10,1.06353e-12,0,0,0,0,0,0.000587586,1.06361,1.06361,0.000498472,0,0,0.01672,,1,1.3485e-05,0,1.62258e-06,20.8733,0.150929,-0.15,0.01672,0,-0.187273,-0.374546,5.73217e-11,4.28223e-11,6.81145e-16,5.71327e-11,5.71292e-11,6.29577e-13,0,0,0,0,0,0.000281482,1.11113,1.11113,0.000405482,0,0,0.01672,,1,1.36043e-05,0,1.62258e-06,18.6729,0.01672,0,0.01672,0,-0.207202,-0.414404,1.61254e-11,6.91975e-12,1.98717e-16,1.00254e-11,1.00252e-11,6.45886e-14,0,0,0,0,0,0.000254193,1.12792,1.12792,-0.00163257,0,0,0.01672,
0.01676,1,1.42419e-05,0,1.62258e-06,41.2536,0.500281,-0.5,0.01676,0,-0.135492,-0.270983,9.19095e-11,1.27897e-10,1.08106e-15,1.49215e-10,1.49211e-10,1.06232e-12,0,0,0,0,0,0.000587588,1.06361,1.06361,0.000492393,0,0,0.01676,,1,1.34829e-05,0,1.62258e-06,20.8656,0.150933,-0.15,0.01676,0,-0.187273,-0.374546,5.70787e-11,4.28264e-11,6.77523e-16,5.71364e-11,5.71329e-11,6.27917e-13,0,0,0,0,0,0.000281335,1.11113,1.11113,0.00040059,0,0,0.01676,,1,1.35944e-05,0,1.62258e-06,18.6234,0.01676,0,0.01676,0,-0.207198,-0.414397,1.58594e-11,6.92398e-12,1.94768e-16,1.00316e-11,1.00314e-11,6.44767e-14,0,0,0,0,0,0.000253339,1.12795,1.12795,-0.00163415,0,0,0.01676,
0.0168,1,1.42421e-05,0,1.62258e-06,41.2532,0.500282,-0.5,0.0168,0,-0.135492,-0.270983,9.19665e-11,1.27902e-10,1.08216e-15,1.49218e-10,1.49214e-10,1.06111e-12,0,0,0,0,0,0.000587591,1.06361,1.06361,0.000486314,0,0,0.0168,,1,1.34808e-05,0,1.62258e-06,20.858,0.150938,-0.15,0.0168,0,-0.187273,-0.374546,5.68357e-11,4.28306e-11,6.73901e-16,5.71401e-11,5.71367e-11,6.26256e-13,0,0,0,0,0,0.000281188,1.11113,1.11113,0.000395698,0,0,0.0168,,1,1.35844e-05,0,1.62258e-06,18.5738,0.0168,0,0.0168,0,-0.207194,-0.414389,1.55933e-11,6.92821e-12,1.90818e-16,1.00378e-11,1.00376e-11,6.43648e-14,0,0,0,0,0,0.000252485,1.12798,1.12798,-0.00163574,0,0,0.0168,
0.01684,1,1.42423e-05,0,1.62258e-06,41.2528,0.500283,-0.5,0.01684,0,-0.135492,-0.270983,9.20235e-11,1.27906e-10,1.08327e-15,1.49222e-10,1.49218e-10,1.0599e-12,0,0,0,0,0,0.000587593,1.06361,1.06361,0.000480235,0,0,0.01684,,1,1.34787e-05,0,1.62258e-06,20.8503,0.150942,-0.15,0.01684,0,-0.187273,-0.374546,5.65927e-11,4.28347e-11,6.70279e-16,5.71439e-11,5.71404e-11,6.24595e-13,0,0,0,0,0,0.000281041,1.11114,1.11114,0.000390805,0,0,0.01684,,1,1.35745e-05,0,1.62258e-06,18.5243,0.01684,0,0.01684,0,-0.20719,-0.414381,1.53272e-11,6.93244e-12,1.86868e-16,1.0044e-11,1.00438e-11,6.42529e-14,0,0,0,0,0,0.000251631,1.128,1.128,-0.00163733,0,0,0.01684,
0.01688,1,1.42425e-05,0,1.62258e-06,41.2523,0.500285,-0.5,0.01688,0,-0.135492,-0.270983,9.20805e-11,1.27911e-10,1.08437e-15,1.49225e-10,1.49221e-10,1.05869e-12,0,0,0,0,0,0.000587596,1.06361,1.06361,0.000474156,0,0,0.01688,,1,1.34766e-05,0,1.62258e-06,20.8426,0.150947,-0.15,0.01688,0,-0.187273,-0.374546,5.63497e-11,4.28388e-11,6.66657e-16,5.71476e-11,5.71442e-11,6.22934e-13,0,0,0,0,0,0.000280894,1.11114,1.11114,0.000385913,0,0,0.01688,,1,1.35646e-05,0,1.62258e-06,18.4748,0.01688,0,0.01688,0,-0.207186,-0.414373,1.50612e-11,6.93667e-12,1.82918e-16,1.00502e-11,1.005e-11,6.41409e-14,0,0,0,0,0,0.000250778,1.12803,1.12803,-0.00163892,0,0,0.01688,
0.01692,1,1.42427e-05,0,1.62258e-06,41.2519,0.500286,-0.5,0.01692,0,-0.135492,-0.270983,9.21375e-11,1.27915e-10,1.08548e-15,1.49228e-10,1.49225e-10,1.05748e-12,0,0,0,0,0,0.000587598,1.0636,1.0636,0.000468076,0,0,0.01692,,1,1.34745e-05,0,1.62258e-06,20.835,0.150951,-0.15,0.01692,0,-0.187273,-0.374545,5.61066e-11,4.28429e-11,6.63036e-16,5.71513e-11,5.71479e-11,6.21274e-13,0,0,0,0,0,0.000280747,1.11115,1.11115,0.000381021,0,0,0.01692,,1,1.35547e-05,0,1.62258e-06,18.4252,0.01692,0,0.01692,0,-0.207182,-0.414365,1.47951e-11,6.9409e-12,1.78969e-16,1.00565e-11,1.00563e-11,6.4029e-14,0,0,0,0,0,0.000249924,1.12806,1.12806,-0.00164051,0,0,0.01692,
0.01696,1,1.42429e-05,0,1.62258e-06,41.2515,0.500288,-0.5,0.01696,0,-0.135492,-0.270983,9.21945e-11,1.2792e-10,1.08658e-15,1.49232e-10,1.49228e-10,1.05627e-12,0,0,0,0,0,0.000587601,1.0636,1.0636,0.000461997,0,0,0.01696,,1,1.34724e-05,0,1.62258e-06,20.8273,0.150956,-0.15,0.01696,0,-0.187273,-0.374545,5.58636e-11,4.28471e-11,6.59414e-16,5.7155e-11,5.71517e-11,6.19613e-13,0,0,0,0,0,0.0002806,1.11115,1.11115,0.000376129,0,0,0.01696,,1,1.35448e-05,0,1.62258e-06,18.3757,0.01696,0,0.01696,0,-0.207178,-0.414357,1.45291e-11,6.94513e-12,1.75019e-16,1.00627e-11,1.00625e-11,6.39171e-14,0,0,0,0,0,0.00024907,1.12808,1.12808,-0.0016421,0,0,0.01696,
0.017,1,1.42431e-05,0,1.62258e-06,41.2511,0.500289,-0.5,0.017,0,-0.135492,-0.270983,9.22515e-11,1.27924e-10,1.08768e-15,1.49235e-10,1.49231e-10,1.05506e-12,0,0,0,0,0,0.000587603,1.0636,1.0636,0.000455918,0,0,0.017,,1,1.34703e-05,0,1.62258e-06,20.8196,0.15096,-0.15,0.017,0,-0.187273,-0.374545,5.56206e-11,4.28512e-11,6.55792e-16,5.71588e-11,5.71554e-11,6.17952e-13,0,0,0,0,0,0.000280453,1.11115,1.11115,0.000371236,0,0,0.017,,1,1.35348e-05,0,1.62258e-06,18.3262,0.017,0,0.017,0,-0.207174,-0.414349,1.4263e-11,6.94935e-12,1.71069e-16,1.00689e-11,1.00687e-11,6.38052e-14,0,0,0,0,0,0.000248216,1.12811,1.12811,-0.00164369,0,0,0.017,
0.01704,1,1.42433e-05,0,1.62258e-06,41.2507,0.50029,-0.5,0.01704,0,-0.135492,-0.270983,9.23085e-11,1.27929e-10,1.08879e-15,1.49239e-10,1.49235e-10,1.05384e-12,0,0,0,0,0,0.000587606,1.0636,1.0636,0.000449839,0,0,0.01704,,1,1.34682e-05,0,1.62258e-06,20.812,0.150965,-0.15,0.01704,0,-0.187273,-0.374545,5.53776e-11,4.28553e-11,6.5217e-16,5.71625e-11,5.71592e-11,6.16291e-13,0,0,0,0,0,0.000280306,1.11116,1.11116,0.000366344,0,0,0.01704,,1,1.35249e-05,0,1.62258e-06,18.2767,0.01704,0,0.01704,0,-0.207171,-0.414341,1.3997e-11,6.95358e-12,1.6712e-16,1.00751e-11,1.00749e-11,6.36933e-14,0,0,0,0,0,0.000247362,1.12814,1.12814,-0.00164528,0,0,0.01704,
0.01708,1,1.42435e-05,0,1.62258e-06,41.2502,0.500292,-0.5,0.01708,0,-0.135491,-0.270983,9.23655e-11,1.27933e-10,1.08989e-15,1.49242e-10,1.49238e-10,1.05263e-12,0,0,0,0,0,0.000587608,1.0636,1.0636,0.00044376,0,0,0.01708,,1,1.34661e-05,0,1.62258e-06,20.8043,0.150969,-0.15,0.01708,0,-0.187272,-0.374545,5.51346e-11,4.28594e-11,6.48548e-16,5.71662e-11,5.71629e-11,6.1463e-13,0,0,0,0,0,0.000280159,1.11116,1.11116,0.000361452,0,0,0.01708,,1,1.3515e-05,0,1.62258e-06,18.2271,0.01708,0,0.01708,0,-0.207167,-0.414333,1.37309e-11,6.95781e-12,1.6317e-16,1.00814e-11,1.00812e-11,6.35813e-14,0,0,0,0,0,0.000246508,1.12816,1.12816,-0.00164687,0,0,0.01708,
0.01712,1,1.42437e-05,0,1.62258e-06,41.2498,0.500293,-0.5,0.01712,0,-0.135491,-0.270983,9.24225e-11,1.27938e-10,1.091e-15,1.49245e-10,1.49242e-10,1.05142e-12,0,0,0,0,0,0.000587611,1.06359,1.06359,0.000437681,0,0,0.01712,,1,1.3464e-05,0,1.62258e-06,20.7966,0.150974,-0.15,0.01712,0,-0.187272,-0.374545,5.48915e-11,4.28636e-11,6.44926e-16,5.717e-11,5.71667e-11,6.1297e-13,0,0,0,0,0,0.000280012,1.11116,1.11116,0.00035656,0,0,0.01712,,1,1.35051e-05,0,1.62258e-06,18.1776,0.01712,0,0.01712,0,-0.207163,-0.414325,1.34649e-11,6.96204e-12,1.5922e-16,1.00876e-11,1.00874e-11,6.34694e-14,0,0,0,0,0,0.000245654,1.12819,1.12819,-0.00164846,0,0,0.01712,
0.01716,1,1.42439e-05,0,1.62258e-06,41.2494,0.500294,-0.5,0.01716,0,-0.135491,-0.270983,9.24795e-11,1.27942e-10,1.0921e-15,1.49249e-10,1.49245e-10,1.05021e-12,0,0,0,0,0,0.000587613,1.06359,1.06359,0.000431602,0,0,0.01716,,1,1.34619e-05,0,1.62258e-06,20.789,0.150978,-0.15,0.01716,0,-0.187272,-0.374545,5.46485e-11,4.28677e-11,6.41305e-16,5.71737e-11,5.71704e-11,6.11309e-13,0,0,0,0,0,0.000279866,1.11117,1.11117,0.000351668,0,0,0.01716,,1,1.34951e-05,0,1.62258e-06,18.1281,0.01716,0,0.01716,0,-0.207159,-0.414317,1.31988e-11,6.96627e-12,1.5527e-16,1.00938e-11,1.00936e-11,6.33575e-14,0,0,0,0,0,0.0002448,1.12822,1.12822,-0.00165005,0,0,0.01716,
0.0172,1,1.42441e-05,0,1.62258e-06,41.249,0.500296,-0.5,0.0172,0,-0.135491,-0.270983,9.25365e-11,1.27947e-10,1.09321e-15,1.49252e-10,1.49248e-10,1.049e-12,0,0,0,0,0,0.000587616,1.06359,1.06359,0.000425523,0,0,0.0172,,1,1.34599e-05,0,1.62258e-06,20.7813,0.150983,-0.15,0.0172,0,-0.187272,-0.374545,5.44055e-11,4.28718e-11,6.37683e-16,5.71774e-11,5.71742e-11,6.09648e-13,0,0,0,0,0,0.000279719,1.11117,1.11117,0.000346776,0,0,0.0172,,1,1.34852e-05,0,1.62258e-06,18.0785,0.0172,0,0.0172,0,-0.207155,-0.414309,1.29327e-11,6.9705e-12,1.51321e-16,1.01e-11,1.00998e-11,6.32456e-14,0,0,0,0,0,0.000243947,1.12824,1.12824,-0.00165164,0,0,0.0172,
0.01724,1,1.42443e-05,0,1.62258e-06,41.2485,0.500297,-0.5,0.01724,0,-0.135491,-0.270983,9.25934e-11,1.27951e-10,1.09431e-15,1.49256e-10,1.49252e-10,1.04779e-12,0,0,0,0,0,0.000587618,1.06359,1.06359,0.000419444,0,0,0.01724,,1,1.34578e-05,0,1.62258e-06,20.7736,0.150987,-0.15,0.01724,0,-0.187272,-0.374544,5.41625e-11,4.28759e-11,6.34061e-16,5.71812e-11,5.71779e-11,6.07987e-13,0,0,0,0,0,0.000279572,1.11117,1.11117,0.000341883,0,0,0.01724,,1,1.34753e-05,0,1.62258e-06,18.029,0.01724,0,0.01724,0,-0.207151,-0.414301,1.26667e-11,6.97473e-12,1.47371e-16,1.01062e-11,1.0106e-11,6.31336e-14,0,0,0,0,0,0.000243093,1.12827,1.12827,-0.00165323,0,0,0.01724,
0.01728,1,1.42445e-05,0,1.62258e-06,41.2481,0.500299,-0.5,0.01728,0,-0.135491,-0.270983,9.26504e-11,1.27956e-10,1.09541e-15,1.49259e-10,1.49255e-10,1.04658e-12,0,0,0,0,0,0.00058762,1.06359,1.06359,0.000413365,0,0,0.01728,,1,1.34557e-05,0,1.62258e-06,20.766,0.150992,-0.15,0.01728,0,-0.187272,-0.374544,5.39195e-11,4.28801e-11,6.30439e-16,5.71849e-11,5.71817e-11,6.06327e-13,0,0,0,0,0,0.000279425,1.11118,1.11118,0.000336991,0,0,0.01728,,1,1.34654e-05,0,1.62258e-06,17.9795,0.01728,0,0.01728,0,-0.207147,-0.414294,1.24006e-11,6.97896e-12,1.43421e-16,1.01125e-11,1.01123e-11,6.30217e-14,0,0,0,0,0,0.000242239,1.1283,1.1283,-0.00165482,0,0,0.01728,
0.01732,1,1.42448e-05,0,1.62258e-06,41.2477,0.5003,-0.5,0.01732,0,-0.135491,-0.270983,9.27074e-11,1.2796e-10,1.09652e-15,1.49262e-10,1.49259e-10,1.04537e-12,0,0,0,0,0,0.000587623,1.06358,1.06358,0.000407286,0,0,0.01732,,1,1.34536e-05,0,1.62258e-06,20.7583,0.150997,-0.15,0.01732,0,-0.187272,-0.374544,5.36764e-11,4.28842e-11,6.26817e-16,5.71886e-11,5.71854e-11,6.04666e-13,0,0,0,0,0,0.000279278,1.11118,1.11118,0.000332099,0,0,0.01732,,1,1.34555e-05,0,1.62258e-06,17.93,0.01732,0,0.01732,0,-0.207143,-0.414286,1.21346e-11,6.98319e-12,1.39471e-16,1.01187e-11,1.01185e-11,6.29098e-14,0,0,0,0,0,0.000241385,1.12832,1.12832,-0.00165641,0,0,0.01732,
0.01736,1,1.4245e-05,0,1.62258e-06,41.2473,0.500301,-0.5,0.01736,0,-0.135491,-0.270983,9.27644e-11,1.27965e-10,1.09762e-15,1.49266e-10,1.49262e-10,1.04416e-12,0,0,0,0,0,0.000587625,1.06358,1.06358,0.000401207,0,0,0.01736,,1,1.34515e-05,0,1.62258e-06,20.7506,0.151001,-0.15,0.01736,0,-0.187272,-0.374544,5.34334e-11,4.28883e-11,6.23195e-16,5.71923e-11,5.71892e-11,6.03005e-13,0,0,0,0,0,0.000279131,1.11118,1.11118,0.000327207,0,0,0.01736,,1,1.34455e-05,0,1.62258e-06,17.8804,0.01736,0,0.01736,0,-0.207139,-0.414278,1.18685e-11,6.98742e-12,1.35522e-16,1.01249e-11,1.01247e-11,6.27979e-14,0,0,0,0,0,0.000240531,1.12835,1.12835,-0.00165799,0,0,0.01736,
0.0174,1,1.42452e-05,0,1.62258e-06,41.2469,0.500303,-0.5,0.0174,0,-0.135491,-0.270983,9.28214e-11,1.27969e-10,1.09873e-15,1.49269e-10,1.49266e-10,1.04295e-12,0,0,0,0,0,0.000587628,1.06358,1.06358,0.000395127,0,0,0.0174,,1,1.34494e-05,0,1.62258e-06,20.7429,0.151006,-0.15,0.0174,0,-0.187272,-0.374544,5.31904e-11,4.28924e-11,6.19574e-16,5.71961e-11,5.71929e-11,6.01344e-13,0,0,0,0,0,0.000278984,1.11119,1.11119,0.000322315,0,0,0.0174,,1,1.34356e-05,0,1.62258e-06,17.8309,0.0174,0,0.0174,0,-0.207135,-0.41427,1.16025e-11,6.99165e-12,1.31572e-16,1.01311e-11,1.01309e-11,6.2686e-14,0,0,0,0,0,0.000239677,1.12838,1.12838,-0.00165958,0,0,0.0174,
0.01744,1,1.42454e-05,0,1.62258e-06,41.2464,0.500304,-0.5,0.01744,0,-0.135491,-0.270983,9.28784e-11,1.27974e-10,1.09983e-15,1.49273e-10,1.49269e-10,1.04174e-12,0,0,0,0,0,0.00058763,1.06358,1.06358,0.000389048,0,0,0.01744,,1,1.34473e-05,0,1.62258e-06,20.7353,0.15101,-0.15,0.01744,0,-0.187272,-0.374544,5.29474e-11,4.28966e-11,6.15952e-16,5.71998e-11,5.71967e-11,5.99683e-13,0,0,0,0,0,0.000278837,1.11119,1.11119,0.000317422,0,0,0.01744,,1,1.34257e-05,0,1.62258e-06,17.7814,0.01744,0,0.01744,0,-0.207131,-0.414262,1.13364e-11,6.99587e-12,1.27622e-16,1.01373e-11,1.01372e-11,6.2574e-14,0,0,0,0,0,0.000238823,1.1284,1.1284,-0.00166117,0,0,0.01744,
0.01748,1,1.42456e-05,0,1.62258e-06,41.246,0.500305,-0.5,0.01748,0,-0.135491,-0.270983,9.29354e-11,1.27978e-10,1.10094e-15,1.49276e-10,1.49272e-10,1.04052e-12,0,0,0,0,0,0.000587633,1.06358,1.06358,0.000382969,0,0,0.01748,,1,1.34452e-05,0,1.62258e-06,20.7276,0.151015,-0.15,0.01748,0,-0.187272,-0.374544,5.27044e-11,4.29007e-11,6.1233e-16,5.72035e-11,5.72004e-11,5.98022e-13,0,0,0,0,0,0.00027869,1.1112,1.1112,0.00031253,0,0,0.01748,,1,1.34158e-05,0,1.62258e-06,17.7318,0.01748,0,0.01748,0,-0.207127,-0.414254,1.10704e-11,7.0001e-12,1.23672e-16,1.01436e-11,1.01434e-11,6.24621e-14,0,0,0,0,0,0.00023797,1.12843,1.12843,-0.00166276,0,0,0.01748,
