"arc_length","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask","Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Points_Magnitude","Points_X","Points_Y","Points_Z","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity_Magnitude","Residual_Velocity_X","Residual_Velocity_Y","Residual_Velocity_Z","Skin_Friction_Coefficient_Magnitude","Skin_Friction_Coefficient_X","Skin_Friction_Coefficient_Y","Skin_Friction_Coefficient_Z","Turb_Kin_Energy","Velocity_Magnitude","Velocity_X","Velocity_Y","Velocity_Z","Y_Plus","arc_length","vtkValidPointMask"
0.0084,1,1.45374e-05,0,1.62258e-06,46.1928,0.500071,-0.5,0.0084,0,-0.135508,-0.271016,5.85831e-10,1.25546e-10,7.69142e-15,1.4702e-10,1.47015e-10,1.15334e-12,0,0,0,0,0,0.000671647,1.06154,1.06154,0.001705,0,0,0.0084,,1,3.2477e-05,0,1.62258e-06,69.3622,0.150235,-0.15,0.0084,0,-0.187275,-0.37455,7.04523e-10,4.04691e-11,5.23949e-14,5.09829e-11,5.09782e-11,6.95264e-13,0,0,0,0,0,0.00248457,1.04478,1.04478,0.000652287,0,0,0.0084,,1,4.34235e-05,0,1.62258e-06,69.853,0.0084,0,0.0084,0,-0.208291,-0.416581,1.79904e-10,9.93326e-12,1.92049e-14,1.31601e-11,1.31599e-11,7.84974e-14,0,0,0,0,0,0.00345575,1.03012,1.03011,-0.00211923,0,0,0.0084,
0.00844,1,1.45167e-05,0,1.62258e-06,45.9323,0.500071,-0.5,0.00844,0,-0.135508,-0.271016,5.62832e-10,1.25564e-10,7.31646e-15,1.47063e-10,1.47058e-10,1.15418e-12,0,0,0,0,0,0.000666768,1.0617,1.0617,0.0017017,0,0,0.00844,,1,3.2326e-05,0,1.62258e-06,68.9732,0.150237,-0.15,0.00844,0,-0.187275,-0.374549,7.01986e-10,4.04879e-11,5.1883e-14,5.10533e-11,5.10485e-11,6.9651e-13,0,0,0,0,0,0.00245345,1.04577,1.04577,0.000657069,0,0,0.00844,,1,4.32431e-05,0,1.62258e-06,69.5255,0.00844,0,0.00844,0,-0.208283,-0.416567,1.78913e-10,9.92921e-12,1.90598e-14,1.31668e-11,1.31666e-11,7.87579e-14,0,0,0,0,0,0.00342763,1.03112,1.03112,-0.00211427,0,0,0.00844,
0.00848,1,1.45073e-05,0,1.62258e-06,45.8182,0.500072,-0.5,0.00848,0,-0.135508,-0.271015,5.50521e-10,1.25581e-10,7.14844e-15,1.47088e-10,1.47083e-10,1.15449e-12,0,0,0,0,0,0.000664712,1.06177,1.06176,0.00169695,0,0,0.00848,,1,3.21914e-05,0,1.62258e-06,68.6094,0.15024,-0.15,0.00848,0,-0.187275,-0.374549,7.0054e-10,4.05054e-11,5.1376e-14,5.11166e-11,5.11119e-11,6.97508e-13,0,0,0,0,0,0.00242586,1.04662,1.04662,0.000661126,0,0,0.00848,,1,4.3054e-05,0,1.62258e-06,69.241,0.00848,0,0.00848,0,-0.208277,-0.416553,1.78008e-10,9.91551e-12,1.88994e-14,1.31595e-11,1.31592e-11,7.88973e-14,0,0,0,0,0,0.00339929,1.03205,1.03205,-0.00210916,0,0,0.00848,
0.00852,1,1.4498e-05,0,1.62258e-06,45.7041,0.500073,-0.5,0.00852,0,-0.135508,-0.271015,5.3821e-10,1.25598e-10,6.98041e-15,1.47113e-10,1.47108e-10,1.15481e-12,0,0,0,0,0,0.000662656,1.06183,1.06183,0.00169221,0,0,0.00852,,1,3.20568e-05,0,1.62258e-06,68.2457,0.150242,-0.15,0.00852,0,-0.187275,-0.374549,6.99095e-10,4.05229e-11,5.08691e-14,5.118e-11,5.11752e-11,6.98507e-13,0,0,0,0,0,0.00239826,1.04746,1.04746,0.000665182,0,0,0.00852,,1,4.2865e-05,0,1.62258e-06,68.9564,0.00852,0,0.00852,0,-0.20827,-0.41654,1.77103e-10,9.90181e-12,1.87391e-14,1.31521e-11,1.31519e-11,7.90367e-14,0,0,0,0,0,0.00337095,1.03298,1.03298,-0.00210405,0,0,0.00852,
0.00856,1,1.44887e-05,0,1.62258e-06,45.59,0.500073,-0.5,0.00856,0,-0.135507,-0.271015,5.25898e-10,1.25615e-10,6.81239e-15,1.47138e-10,1.47133e-10,1.15513e-12,0,0,0,0,0,0.0006606,1.0619,1.0619,0.00168746,0,0,0.00856,,1,3.19222e-05,0,1.62258e-06,67.882,0.150244,-0.15,0.00856,0,-0.187274,-0.374549,6.97649e-10,4.05404e-11,5.03621e-14,5.12434e-11,5.12386e-11,6.99505e-13,0,0,0,0,0,0.00237067,1.04831,1.04831,0.000669238,0,0,0.00856,,1,4.26759e-05,0,1.62258e-06,68.6719,0.00856,0,0.00856,0,-0.208263,-0.416526,1.76197e-10,9.8881e-12,1.85788e-14,1.31447e-11,1.31445e-11,7.91762e-14,0,0,0,0,0,0.00334261,1.03391,1.0339,-0.00209894,0,0,0.00856,
0.0086,1,1.44794e-05,0,1.62258e-06,45.4759,0.500074,-0.5,0.0086,0,-0.135507,-0.271015,5.13587e-10,1.25633e-10,6.64436e-15,1.47163e-10,1.47158e-10,1.15545e-12,0,0,0,0,0,0.000658544,1.06197,1.06196,0.00168271,0,0,0.0086,,1,3.17876e-05,0,1.62258e-06,67.5182,0.150246,-0.15,0.0086,0,-0.187274,-0.374549,6.96204e-10,4.05579e-11,4.98551e-14,5.13068e-11,5.1302e-11,7.00504e-13,0,0,0,0,0,0.00234307,1.04916,1.04916,0.000673295,0,0,0.0086,,1,4.24868e-05,0,1.62258e-06,68.3874,0.0086,0,0.0086,0,-0.208256,-0.416513,1.75292e-10,9.8744e-12,1.84184e-14,1.31374e-11,1.31371e-11,7.93156e-14,0,0,0,0,0,0.00331426,1.03484,1.03483,-0.00209383,0,0,0.0086,
0.00864,1,1.447e-05,0,1.62258e-06,45.3618,0.500075,-0.5,0.00864,0,-0.135507,-0.271014,5.01276e-10,1.2565e-10,6.47634e-15,1.47188e-10,1.47183e-10,1.15577e-12,0,0,0,0,0,0.000656488,1.06203,1.06203,0.00167796,0,0,0.00864,,1,3.16529e-05,0,1.62258e-06,67.1545,0.150249,-0.15,0.00864,0,-0.187274,-0.374549,6.94759e-10,4.05754e-11,4.93481e-14,5.13701e-11,5.13654e-11,7.01502e-13,0,0,0,0,0,0.00231548,1.05,1.05,0.000677351,0,0,0.00864,,1,4.22978e-05,0,1.62258e-06,68.1028,0.00864,0,0.00864,0,-0.208249,-0.416499,1.74387e-10,9.86069e-12,1.82581e-14,1.313e-11,1.31298e-11,7.9455e-14,0,0,0,0,0,0.00328592,1.03577,1.03576,-0.00208872,0,0,0.00864,
0.00868,1,1.44607e-05,0,1.62258e-06,45.2477,0.500075,-0.5,0.00868,0,-0.135507,-0.271014,4.88965e-10,1.25667e-10,6.30831e-15,1.47213e-10,1.47208e-10,1.15609e-12,0,0,0,0,0,0.000654432,1.0621,1.0621,0.00167321,0,0,0.00868,,1,3.15183e-05,0,1.62258e-06,66.7907,0.150251,-0.15,0.00868,0,-0.187274,-0.374548,6.93313e-10,4.05929e-11,4.88411e-14,5.14335e-11,5.14287e-11,7.025e-13,0,0,0,0,0,0.00228789,1.05085,1.05085,0.000681407,0,0,0.00868,,1,4.21087e-05,0,1.62258e-06,67.8183,0.00868,0,0.00868,0,-0.208243,-0.416485,1.73481e-10,9.84699e-12,1.80978e-14,1.31227e-11,1.31224e-11,7.95945e-14,0,0,0,0,0,0.00325758,1.03669,1.03669,-0.00208361,0,0,0.00868,
0.00872,1,1.44514e-05,0,1.62258e-06,45.1336,0.500076,-0.5,0.00872,0,-0.135507,-0.271014,4.76653e-10,1.25684e-10,6.14029e-15,1.47237e-10,1.47233e-10,1.15641e-12,0,0,0,0,0,0.000652376,1.06217,1.06216,0.00166846,0,0,0.00872,,1,3.13837e-05,0,1.62258e-06,66.4269,0.150253,-0.15,0.00872,0,-0.187274,-0.374548,6.91868e-10,4.06104e-11,4.83341e-14,5.14969e-11,5.14921e-11,7.03499e-13,0,0,0,0,0,0.00226029,1.0517,1.0517,0.000685464,0,0,0.00872,,1,4.19197e-05,0,1.62258e-06,67.5338,0.00872,0,0.00872,0,-0.208236,-0.416472,1.72576e-10,9.83329e-12,1.79374e-14,1.31153e-11,1.31151e-11,7.97339e-14,0,0,0,0,0,0.00322924,1.03762,1.03762,-0.0020785,0,0,0.00872,
0.00876,1,1.44421e-05,0,1.62258e-06,45.0196,0.500077,-0.5,0.00876,0,-0.135507,-0.271013,4.64342e-10,1.25701e-10,5.97226e-15,1.47262e-10,1.47258e-10,1.15673e-12,0,0,0,0,0,0.00065032,1.06223,1.06223,0.00166371,0,0,0.00876,,1,3.12491e-05,0,1.62258e-06,66.0632,0.150256,-0.15,0.00876,0,-0.187274,-0.374548,6.90422e-10,4.06279e-11,4.78271e-14,5.15603e-11,5.15555e-11,7.04497e-13,0,0,0,0,0,0.0022327,1.05254,1.05254,0.00068952,0,0,0.00876,,1,4.17306e-05,0,1.62258e-06,67.2493,0.00876,0,0.00876,0,-0.208229,-0.416458,1.71671e-10,9.81958e-12,1.77771e-14,1.31079e-11,1.31077e-11,7.98733e-14,0,0,0,0,0,0.00320089,1.03855,1.03855,-0.00207339,0,0,0.00876,
0.0088,1,1.44328e-05,0,1.62258e-06,44.9055,0.500077,-0.5,0.0088,0,-0.135507,-0.271013,4.52031e-10,1.25718e-10,5.80424e-15,1.47287e-10,1.47283e-10,1.15705e-12,0,0,0,0,0,0.000648264,1.0623,1.0623,0.00165897,0,0,0.0088,,1,3.11145e-05,0,1.62258e-06,65.6995,0.150258,-0.15,0.0088,0,-0.187274,-0.374548,6.88977e-10,4.06454e-11,4.73201e-14,5.16236e-11,5.16188e-11,7.05495e-13,0,0,0,0,0,0.00220511,1.05339,1.05339,0.000693576,0,0,0.0088,,1,4.15415e-05,0,1.62258e-06,66.9647,0.0088,0,0.0088,0,-0.208222,-0.416445,1.70765e-10,9.80588e-12,1.76168e-14,1.31006e-11,1.31003e-11,8.00128e-14,0,0,0,0,0,0.00317255,1.03948,1.03948,-0.00206828,0,0,0.0088,
0.00884,1,1.44234e-05,0,1.62258e-06,44.7914,0.500078,-0.5,0.00884,0,-0.135506,-0.271013,4.39719e-10,1.25735e-10,5.63621e-15,1.47312e-10,1.47308e-10,1.15737e-12,0,0,0,0,0,0.000646208,1.06237,1.06237,0.00165422,0,0,0.00884,,1,3.09799e-05,0,1.62258e-06,65.3357,0.15026,-0.15,0.00884,0,-0.187274,-0.374548,6.87531e-10,4.0663e-11,4.68132e-14,5.1687e-11,5.16822e-11,7.06494e-13,0,0,0,0,0,0.00217751,1.05424,1.05424,0.000697633,0,0,0.00884,,1,4.13525e-05,0,1.62258e-06,66.6802,0.00884,0,0.00884,0,-0.208216,-0.416431,1.6986e-10,9.79218e-12,1.74564e-14,1.30932e-11,1.3093e-11,8.01522e-14,0,0,0,0,0,0.00314421,1.04041,1.04041,-0.00206317,0,0,0.00884,
0.00888,1,1.44141e-05,0,1.62258e-06,44.6773,0.500079,-0.5,0.00888,0,-0.135506,-0.271013,4.27408e-10,1.25752e-10,5.46819e-15,1.47337e-10,1.47333e-10,1.15769e-12,0,0,0,0,0,0.000644153,1.06243,1.06243,0.00164947,0,0,0.00888,,1,3.08453e-05,0,1.62258e-06,64.972,0.150263,-0.15,0.00888,0,-0.187274,-0.374547,6.86086e-10,4.06805e-11,4.63062e-14,5.17504e-11,5.17456e-11,7.07492e-13,0,0,0,0,0,0.00214992,1.05508,1.05508,0.000701689,0,0,0.00888,,1,4.11634e-05,0,1.62258e-06,66.3957,0.00888,0,0.00888,0,-0.208209,-0.416418,1.68955e-10,9.77847e-12,1.72961e-14,1.30859e-11,1.30856e-11,8.02916e-14,0,0,0,0,0,0.00311587,1.04134,1.04134,-0.00205805,0,0,0.00888,
0.00892,1,1.44048e-05,0,1.62258e-06,44.5632,0.50008,-0.5,0.00892,0,-0.135506,-0.271012,4.15097e-10,1.25769e-10,5.30016e-15,1.47362e-10,1.47357e-10,1.15801e-12,0,0,0,0,0,0.000642097,1.0625,1.0625,0.00164472,0,0,0.00892,,1,3.07107e-05,0,1.62258e-06,64.6082,0.150265,-0.15,0.00892,0,-0.187274,-0.374547,6.8464e-10,4.0698e-11,4.57992e-14,5.18138e-11,5.18089e-11,7.0849e-13,0,0,0,0,0,0.00212232,1.05593,1.05593,0.000705745,0,0,0.00892,,1,4.09744e-05,0,1.62258e-06,66.1111,0.00892,0,0.00892,0,-0.208202,-0.416404,1.68049e-10,9.76477e-12,1.71358e-14,1.30785e-11,1.30783e-11,8.04311e-14,0,0,0,0,0,0.00308752,1.04227,1.04227,-0.00205294,0,0,0.00892,
0.00896,1,1.43955e-05,0,1.62258e-06,44.4491,0.50008,-0.5,0.00896,0,-0.135506,-0.271012,4.02786e-10,1.25786e-10,5.13214e-15,1.47387e-10,1.47382e-10,1.15833e-12,0,0,0,0,0,0.000640041,1.06257,1.06257,0.00163997,0,0,0.00896,,1,3.0576e-05,0,1.62258e-06,64.2445,0.150267,-0.15,0.00896,0,-0.187274,-0.374547,6.83195e-10,4.07155e-11,4.52922e-14,5.18772e-11,5.18723e-11,7.09489e-13,0,0,0,0,0,0.00209473,1.05678,1.05677,0.000709802,0,0,0.00896,,1,4.07853e-05,0,1.62258e-06,65.8266,0.00896,0,0.00896,0,-0.208195,-0.41639,1.67144e-10,9.75107e-12,1.69754e-14,1.30711e-11,1.30709e-11,8.05705e-14,0,0,0,0,0,0.00305918,1.0432,1.0432,-0.00204783,0,0,0.00896,
0.009,1,1.43861e-05,0,1.62258e-06,44.335,0.500081,-0.5,0.009,0,-0.135506,-0.271012,3.90475e-10,1.25803e-10,4.96411e-15,1.47412e-10,1.47407e-10,1.15864e-12,0,0,0,0,0,0.000637985,1.06263,1.06263,0.00163522,0,0,0.009,,1,3.04414e-05,0,1.62258e-06,63.8807,0.15027,-0.15,0.009,0,-0.187273,-0.374547,6.8175e-10,4.0733e-11,4.47852e-14,5.19405e-11,5.19357e-11,7.10487e-13,0,0,0,0,0,0.00206714,1.05762,1.05762,0.000713858,0,0,0.009,,1,4.05963e-05,0,1.62258e-06,65.5421,0.009,0,0.009,0,-0.208188,-0.416377,1.66239e-10,9.73736e-12,1.68151e-14,1.30638e-11,1.30635e-11,8.07099e-14,0,0,0,0,0,0.00303084,1.04413,1.04412,-0.00204272,0,0,0.009,
0.00904,1,1.43768e-05,0,1.62258e-06,44.2209,0.500082,-0.5,0.00904,0,-0.135506,-0.271012,3.78163e-10,1.2582e-10,4.79609e-15,1.47437e-10,1.47432e-10,1.15896e-12,0,0,0,0,0,0.000635929,1.0627,1.0627,0.00163048,0,0,0.00904,,1,3.03068e-05,0,1.62258e-06,63.517,0.150272,-0.15,0.00904,0,-0.187273,-0.374547,6.80304e-10,4.07505e-11,4.42782e-14,5.20039e-11,5.1999e-11,7.11485e-13,0,0,0,0,0,0.00203954,1.05847,1.05847,0.000717914,0,0,0.00904,,1,4.04072e-05,0,1.62258e-06,65.2575,0.00904,0,0.00904,0,-0.208182,-0.416363,1.65334e-10,9.72366e-12,1.66548e-14,1.30564e-11,1.30562e-11,8.08494e-14,0,0,0,0,0,0.0030025,1.04506,1.04505,-0.00203761,0,0,0.00904,
0.00908,1,1.43675e-05,0,1.62258e-06,44.1068,0.500082,-0.5,0.00908,0,-0.135506,-0.271011,3.65852e-10,1.25837e-10,4.62806e-15,1.47462e-10,1.47457e-10,1.15928e-12,0,0,0,0,0,0.000633873,1.06277,1.06277,0.00162573,0,0,0.00908,,1,3.01722e-05,0,1.62258e-06,63.1532,0.150275,-0.15,0.00908,0,-0.187273,-0.374547,6.78859e-10,4.0768e-11,4.37712e-14,5.20673e-11,5.20624e-11,7.12484e-13,0,0,0,0,0,0.00201195,1.05931,1.05931,0.000721971,0,0,0.00908,,1,4.02181e-05,0,1.62258e-06,64.973,0.00908,0,0.00908,0,-0.208175,-0.41635,1.64428e-10,9.70996e-12,1.64944e-14,1.30491e-11,1.30488e-11,8.09888e-14,0,0,0,0,0,0.00297415,1.04598,1.04598,-0.0020325,0,0,0.00908,
0.00912,1,1.43582e-05,0,1.62258e-06,43.9927,0.500083,-0.5,0.00912,0,-0.135506,-0.271011,3.53541e-10,1.25854e-10,4.46004e-15,1.47487e-10,1.47482e-10,1.1596e-12,0,0,0,0,0,0.000631817,1.06283,1.06283,0.00162098,0,0,0.00912,,1,3.00376e-05,0,1.62258e-06,62.7895,0.150277,-0.15,0.00912,0,-0.187273,-0.374546,6.77413e-10,4.07855e-11,4.32642e-14,5.21307e-11,5.21258e-11,7.13482e-13,0,0,0,0,0,0.00198436,1.06016,1.06016,0.000726027,0,0,0.00912,,1,4.00291e-05,0,1.62258e-06,64.6885,0.00912,0,0.00912,0,-0.208168,-0.416336,1.63523e-10,9.69625e-12,1.63341e-14,1.30417e-11,1.30414e-11,8.11282e-14,0,0,0,0,0,0.00294581,1.04691,1.04691,-0.00202739,0,0,0.00912,
0.00916,1,1.43489e-05,0,1.62258e-06,43.8786,0.500084,-0.5,0.00916,0,-0.135505,-0.271011,3.41229e-10,1.25872e-10,4.29201e-15,1.47512e-10,1.47507e-10,1.15992e-12,0,0,0,0,0,0.000629761,1.0629,1.0629,0.00161623,0,0,0.00916,,1,2.9903e-05,0,1.62258e-06,62.4257,0.150279,-0.15,0.00916,0,-0.187273,-0.374546,6.75968e-10,4.0803e-11,4.27573e-14,5.2194e-11,5.21891e-11,7.1448e-13,0,0,0,0,0,0.00195676,1.06101,1.06101,0.000730083,0,0,0.00916,,1,3.984e-05,0,1.62258e-06,64.4039,0.00916,0,0.00916,0,-0.208161,-0.416323,1.62618e-10,9.68255e-12,1.61738e-14,1.30343e-11,1.30341e-11,8.12677e-14,0,0,0,0,0,0.00291747,1.04784,1.04784,-0.00202228,0,0,0.00916,
0.0092,1,1.43395e-05,0,1.62258e-06,43.7645,0.500085,-0.5,0.0092,0,-0.135505,-0.271011,3.28918e-10,1.25889e-10,4.12399e-15,1.47536e-10,1.47532e-10,1.16024e-12,0,0,0,0,0,0.000627705,1.06297,1.06297,0.00161148,0,0,0.0092,,1,2.97684e-05,0,1.62258e-06,62.062,0.150282,-0.15,0.0092,0,-0.187273,-0.374546,6.74522e-10,4.08205e-11,4.22503e-14,5.22574e-11,5.22525e-11,7.15479e-13,0,0,0,0,0,0.00192917,1.06185,1.06185,0.00073414,0,0,0.0092,,1,3.9651e-05,0,1.62258e-06,64.1194,0.0092,0,0.0092,0,-0.208154,-0.416309,1.61712e-10,9.66884e-12,1.60134e-14,1.3027e-11,1.30267e-11,8.14071e-14,0,0,0,0,0,0.00288913,1.04877,1.04877,-0.00201717,0,0,0.0092,
0.00924,1,1.43302e-05,0,1.62258e-06,43.6504,0.500085,-0.5,0.00924,0,-0.135505,-0.27101,3.16607e-10,1.25906e-10,3.95597e-15,1.47561e-10,1.47557e-10,1.16056e-12,0,0,0,0,0,0.000625649,1.06303,1.06303,0.00160673,0,0,0.00924,,1,2.96338e-05,0,1.62258e-06,61.6982,0.150284,-0.15,0.00924,0,-0.187273,-0.374546,6.73077e-10,4.0838e-11,4.17433e-14,5.23208e-11,5.23159e-11,7.16477e-13,0,0,0,0,0,0.00190157,1.0627,1.0627,0.000738196,0,0,0.00924,,1,3.94619e-05,0,1.62258e-06,63.8349,0.00924,0,0.00924,0,-0.208148,-0.416295,1.60807e-10,9.65514e-12,1.58531e-14,1.30196e-11,1.30194e-11,8.15465e-14,0,0,0,0,0,0.00286079,1.0497,1.0497,-0.00201206,0,0,0.00924,
0.00928,1,1.43209e-05,0,1.62258e-06,43.5363,0.500086,-0.5,0.00928,0,-0.135505,-0.27101,3.04296e-10,1.25923e-10,3.78794e-15,1.47586e-10,1.47582e-10,1.16088e-12,0,0,0,0,0,0.000623593,1.0631,1.0631,0.00160199,0,0,0.00928,,1,2.94991e-05,0,1.62258e-06,61.3345,0.150287,-0.15,0.00928,0,-0.187273,-0.374546,6.71632e-10,4.08556e-11,4.12363e-14,5.23842e-11,5.23793e-11,7.17475e-13,0,0,0,0,0,0.00187398,1.06355,1.06355,0.000742252,0,0,0.00928,,1,3.92728e-05,0,1.62258e-06,63.5504,0.00928,0,0.00928,0,-0.208141,-0.416282,1.59902e-10,9.64144e-12,1.56928e-14,1.30123e-11,1.3012e-11,8.1686e-14,0,0,0,0,0,0.00283244,1.05063,1.05063,-0.00200695,0,0,0.00928,
0.00932,1,1.43116e-05,0,1.62258e-06,43.4222,0.500087,-0.5,0.00932,0,-0.135505,-0.27101,2.91984e-10,1.2594e-10,3.61991e-15,1.47611e-10,1.47607e-10,1.1612e-12,0,0,0,0,0,0.000621537,1.06317,1.06317,0.00159724,0,0,0.00932,,1,2.93645e-05,0,1.62258e-06,60.9707,0.150289,-0.15,0.00932,0,-0.187273,-0.374545,6.70186e-10,4.08731e-11,4.07293e-14,5.24475e-11,5.24426e-11,7.18474e-13,0,0,0,0,0,0.00184639,1.06439,1.06439,0.000746309,0,0,0.00932,,1,3.90838e-05,0,1.62258e-06,63.2658,0.00932,0,0.00932,0,-0.208134,-0.416268,1.58996e-10,9.62773e-12,1.55324e-14,1.30049e-11,1.30046e-11,8.18254e-14,0,0,0,0,0,0.0028041,1.05156,1.05156,-0.00200184,0,0,0.00932,
0.00936,1,1.43022e-05,0,1.62258e-06,43.3082,0.500088,-0.5,0.00936,0,-0.135505,-0.27101,2.79673e-10,1.25957e-10,3.45189e-15,1.47636e-10,1.47632e-10,1.16152e-12,0,0,0,0,0,0.000619481,1.06324,1.06323,0.00159249,0,0,0.00936,,1,2.92299e-05,0,1.62258e-06,60.607,0.150292,-0.15,0.00936,0,-0.187273,-0.374545,6.68741e-10,4.08906e-11,4.02223e-14,5.25109e-11,5.2506e-11,7.19472e-13,0,0,0,0,0,0.00181879,1.06524,1.06524,0.000750365,0,0,0.00936,,1,3.88947e-05,0,1.62258e-06,62.9813,0.00936,0,0.00936,0,-0.208127,-0.416255,1.58091e-10,9.61403e-12,1.53721e-14,1.29975e-11,1.29973e-11,8.19648e-14,0,0,0,0,0,0.00277576,1.05249,1.05249,-0.00199673,0,0,0.00936,
0.0094,1,1.42929e-05,0,1.62258e-06,43.1941,0.500088,-0.5,0.0094,0,-0.135505,-0.271009,2.67362e-10,1.25974e-10,3.28386e-15,1.47661e-10,1.47656e-10,1.16184e-12,0,0,0,0,0,0.000617426,1.0633,1.0633,0.00158774,0,0,0.0094,,1,2.90953e-05,0,1.62258e-06,60.2432,0.150294,-0.15,0.0094,0,-0.187273,-0.374545,6.67295e-10,4.09081e-11,3.97153e-14,5.25743e-11,5.25694e-11,7.20471e-13,0,0,0,0,0,0.0017912,1.06609,1.06609,0.000754421,0,0,0.0094,,1,3.87057e-05,0,1.62258e-06,62.6968,0.0094,0,0.0094,0,-0.208121,-0.416241,1.57186e-10,9.60033e-12,1.52118e-14,1.29902e-11,1.29899e-11,8.21043e-14,0,0,0,0,0,0.00274742,1.05342,1.05342,-0.00199162,0,0,0.0094,
0.00944,1,1.42836e-05,0,1.62258e-06,43.08,0.500089,-0.5,0.00944,0,-0.135505,-0.271009,2.5505e-10,1.25991e-10,3.11584e-15,1.47686e-10,1.47681e-10,1.16216e-12,0,0,0,0,0,0.00061537,1.06337,1.06337,0.00158299,0,0,0.00944,,1,2.89607e-05,0,1.62258e-06,59.8795,0.150297,-0.15,0.00944,0,-0.187272,-0.374545,6.6585e-10,4.09256e-11,3.92083e-14,5.26377e-11,5.26327e-11,7.21469e-13,0,0,0,0,0,0.0017636,1.06693,1.06693,0.000758478,0,0,0.00944,,1,3.85166e-05,0,1.62258e-06,62.4122,0.00944,0,0.00944,0,-0.208114,-0.416228,1.5628e-10,9.58662e-12,1.50515e-14,1.29828e-11,1.29826e-11,8.22437e-14,0,0,0,0,0,0.00271907,1.05435,1.05434,-0.00198651,0,0,0.00944,
0.00948,1,1.42743e-05,0,1.62258e-06,42.9659,0.50009,-0.5,0.00948,0,-0.135504,-0.271009,2.42739e-10,1.26008e-10,2.94782e-15,1.47711e-10,1.47706e-10,1.16247e-12,0,0,0,0,0,0.000613314,1.06344,1.06343,0.00157824,0,0,0.00948,,1,2.88261e-05,0,1.62258e-06,59.5157,0.150299,-0.15,0.00948,0,-0.187272,-0.374545,6.64404e-10,4.09431e-11,3.87014e-14,5.2701e-11,5.26961e-11,7.22467e-13,0,0,0,0,0,0.00173601,1.06778,1.06778,0.000762534,0,0,0.00948,,1,3.83276e-05,0,1.62258e-06,62.1277,0.00948,0,0.00948,0,-0.208107,-0.416214,1.55375e-10,9.57292e-12,1.48911e-14,1.29755e-11,1.29752e-11,8.23831e-14,0,0,0,0,0,0.00269073,1.05527,1.05527,-0.0019814,0,0,0.00948,
0.00952,1,1.42655e-05,0,1.62258e-06,42.8577,0.500091,-0.5,0.00952,0,-0.135504,-0.271009,2.31062e-10,1.26025e-10,2.78863e-15,1.47735e-10,1.4773e-10,1.16277e-12,0,0,0,0,0,0.000611366,1.0635,1.0635,0.00157343,0,0,0.00952,,1,2.86848e-05,0,1.62258e-06,59.1506,0.150302,-0.15,0.00952,0,-0.187272,-0.374545,6.6292e-10,4.09605e-11,3.81949e-14,5.27636e-11,5.27587e-11,7.23437e-13,0,0,0,0,0,0.00170883,1.06861,1.06861,0.000766481,0,0,0.00952,,1,3.81401e-05,0,1.62258e-06,61.8455,0.00952,0,0.00952,0,-0.2081,-0.4162,1.5449e-10,9.55887e-12,1.47316e-14,1.29675e-11,1.29672e-11,8.25146e-14,0,0,0,0,0,0.00266259,1.05619,1.05619,-0.00197631,0,0,0.00952,
0.00956,1,1.42629e-05,0,1.62258e-06,42.8218,0.500091,-0.5,0.00956,0,-0.135504,-0.271008,2.272e-10,1.2604e-10,2.73834e-15,1.47749e-10,1.47745e-10,1.16275e-12,0,0,0,0,0,0.000610749,1.06352,1.06351,0.00156782,0,0,0.00956,,1,2.84611e-05,0,1.62258e-06,58.7684,0.150304,-0.15,0.00956,0,-0.187272,-0.374544,6.60955e-10,4.09761e-11,3.76948e-14,5.28164e-11,5.28114e-11,7.24059e-13,0,0,0,0,0,0.00168673,1.06925,1.06925,0.000769073,0,0,0.00956,,1,3.79722e-05,0,1.62258e-06,61.5919,0.00956,0,0.00956,0,-0.208094,-0.416188,1.53857e-10,9.5406e-12,1.45828e-14,1.29515e-11,1.29513e-11,8.25475e-14,0,0,0,0,0,0.00263692,1.05699,1.05698,-0.0019715,0,0,0.00956,
