"Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,2.5095e-05,0,1.6226e-06,131.5,0.012519,0.025038,-1.695e-07,5.6869e-11,5.8319e-11,3.2713e-09,-1.6435e-11,0,0,0,0,0.0032731,0.44949,-4.6917e-05,0,0,1,0.0022678,1,-0.024432,0
1,2.6195e-05,0,1.6226e-06,126.71,0.012519,0.025038,-1.7069e-07,5.6874e-11,5.9376e-11,3.2584e-09,-1.7127e-11,0,0,0,0,0.0032917,0.45194,-5.0565e-05,0,0,1,0.0023345,1,-0.024365,0
1,2.7295e-05,0,1.6226e-06,121.93,0.012519,0.025037,-1.7188e-07,5.6879e-11,6.0433e-11,3.2455e-09,-1.7819e-11,0,0,0,0,0.0033102,0.4544,-5.4213e-05,0,0,1,0.0024012,1,-0.024299,0
1,2.8401e-05,0,1.6226e-06,117.28,0.012518,0.025037,-1.7268e-07,5.6884e-11,6.1493e-11,3.2327e-09,-1.8511e-11,0,0,0,0,0.0033287,0.4568,-5.7912e-05,0,0,1,0.0024679,1,-0.024232,0
1,2.9556e-05,0,1.6226e-06,113.82,0.012518,0.025036,-1.7023e-07,5.6889e-11,6.2571e-11,3.2204e-09,-1.9209e-11,0,0,0,0,0.0033458,0.45884,-6.2043e-05,0,0,1,0.0025346,1,-0.024165,0
1,3.0711e-05,0,1.6226e-06,110.35,0.012518,0.025036,-1.6778e-07,5.6894e-11,6.365e-11,3.2081e-09,-1.9906e-11,0,0,0,0,0.0033629,0.46088,-6.6173e-05,0,0,1,0.0026013,1,-0.024099,0
1,3.1866e-05,0,1.6226e-06,106.88,0.012518,0.025035,-1.6533e-07,5.69e-11,6.4728e-11,3.1959e-09,-2.0603e-11,0,0,0,0,0.0033801,0.46291,-7.0304e-05,0,0,1,0.002668,1,-0.024032,0
1,3.3021e-05,0,1.6226e-06,103.41,0.012517,0.025035,-1.6289e-07,5.6905e-11,6.5807e-11,3.1836e-09,-2.1301e-11,0,0,0,0,0.0033972,0.46495,-7.4434e-05,0,0,1,0.0027347,1,-0.023965,0
1,3.4176e-05,0,1.6226e-06,99.946,0.012517,0.025034,-1.6044e-07,5.691e-11,6.6886e-11,3.1713e-09,-2.1998e-11,0,0,0,0,0.0034143,0.46699,-7.8564e-05,0,0,1,0.0028014,1,-0.023899,0
1,3.5379e-05,0,1.6226e-06,97.355,0.012517,0.025033,-1.5668e-07,5.6916e-11,6.7963e-11,3.1601e-09,-2.2694e-11,0,0,0,0,0.0034305,0.46871,-8.3128e-05,0,0,1,0.0028681,1,-0.023832,0
1,3.6586e-05,0,1.6226e-06,94.824,0.012516,0.025033,-1.5284e-07,5.6922e-11,6.9039e-11,3.1489e-09,-2.339e-11,0,0,0,0,0.0034466,0.47041,-8.7721e-05,0,0,1,0.0029348,1,-0.023765,0
1,3.7793e-05,0,1.6226e-06,92.292,0.012516,0.025032,-1.49e-07,5.6928e-11,7.0116e-11,3.1378e-09,-2.4087e-11,0,0,0,0,0.0034628,0.47212,-9.2315e-05,0,0,1,0.0030015,1,-0.023698,0
1,3.8999e-05,0,1.6226e-06,89.76,0.012516,0.025032,-1.4516e-07,5.6933e-11,7.1193e-11,3.1266e-09,-2.4783e-11,0,0,0,0,0.0034789,0.47382,-9.6908e-05,0,0,1,0.0030682,1,-0.023632,0
1,4.0206e-05,0,1.6226e-06,87.229,0.012515,0.025031,-1.4132e-07,5.6939e-11,7.227e-11,3.1154e-09,-2.5479e-11,0,0,0,0,0.003495,0.47552,-0.0001015,0,0,1,0.0031349,1,-0.023565,0
1,4.1422e-05,0,1.6226e-06,84.835,0.012515,0.02503,-1.3745e-07,5.6945e-11,7.3342e-11,3.1045e-09,-2.6174e-11,0,0,0,0,0.003511,0.47717,-0.00010618,0,0,1,0.0032016,1,-0.023498,0
1,4.2675e-05,0,1.6226e-06,82.973,0.012515,0.02503,-1.3351e-07,5.6951e-11,7.4399e-11,3.0947e-09,-2.6863e-11,0,0,0,0,0.0035263,0.47861,-0.00011121,0,0,1,0.0032683,1,-0.023432,0
1,4.3927e-05,0,1.6226e-06,81.111,0.012514,0.025029,-1.2956e-07,5.6957e-11,7.5456e-11,3.0848e-09,-2.7552e-11,0,0,0,0,0.0035416,0.48004,-0.00011623,0,0,1,0.003335,1,-0.023365,0
