"Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,1.1523e-16,0,1.6226e-06,8.678e+05,-0.018329,-0.036658,0,3.331e-11,0,0,0,0,0.00098664,0,0,1e-10,0,0,0,0.52925,1,0,0.3,-0.0267,0
1,3.8893e-10,0,1.6226e-06,51373,-0.018333,-0.036665,-1.1087e-08,3.3397e-11,-2.8e-16,-4.7951e-12,-9.8707e-15,0,0,0,0,1.0018e-05,0.020508,-7.2289e-06,0,0,1,6.6699e-05,0.3,-0.026633,0
1,8.9104e-09,0,1.6226e-06,9414.7,-0.018333,-0.036666,-2.4681e-08,3.3432e-11,-2.2558e-15,-9.2708e-12,-6.2775e-15,0,0,0,0,8.1311e-05,0.041768,-2.6406e-05,0,0,1,0.0001334,0.3,-0.026567,0
1,9.7595e-08,0,1.6226e-06,4168.7,-0.018333,-0.036667,-4.036e-08,3.3467e-11,-8.515e-15,-1.3363e-11,-6.4686e-15,0,0,0,0,0.00034392,0.063336,-5.9059e-05,0,0,1,0.0002001,0.3,-0.0265,0
1,4.0553e-07,0,1.6226e-06,2282.4,-0.018334,-0.036669,-4.8374e-08,3.3502e-11,-1.5214e-14,-1.6976e-11,-1.2287e-14,0,0,0,0,0.00083181,0.08346,-0.00010254,0,0,1,0.0002668,0.3,-0.026433,0
1,1.0733e-06,0,1.6226e-06,1426.2,-0.018336,-0.036673,-4.6858e-08,3.3537e-11,-1.5059e-14,-1.9992e-11,-2.5192e-14,0,0,0,0,0.001486,0.10032,-0.0001555,0,0,1,0.0003335,0.3,-0.026367,0
1,2.2464e-06,0,1.6226e-06,1010.4,-0.018339,-0.036679,-3.9477e-08,3.3571e-11,-4.3674e-15,-2.233e-11,-4.4319e-14,0,0,0,0,0.0021767,0.11258,-0.00021741,0,0,1,0.0004002,0.3,-0.0263,0
1,3.8794e-06,0,1.6226e-06,768.14,-0.018343,-0.036687,-3.2201e-08,3.3604e-11,1.0125e-14,-2.4144e-11,-6.6646e-14,0,0,0,0,0.0028043,0.12147,-0.00028575,0,0,1,0.0004669,0.3,-0.026233,0
1,5.8043e-06,0,1.6226e-06,602.2,-0.018348,-0.036697,-2.5862e-08,3.3636e-11,2.5199e-14,-2.5657e-11,-9.0538e-14,0,0,0,0,0.0033792,0.12859,-0.00035779,0,0,1,0.0005336,0.3,-0.026166,0
1,8.0177e-06,0,1.6226e-06,494.73,-0.018354,-0.036708,-2.0889e-08,3.3668e-11,3.9929e-14,-2.6889e-11,-1.1574e-13,0,0,0,0,0.0038958,0.13415,-0.00043331,0,0,1,0.0006003,0.3,-0.0261,0
