"Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,1.1523e-16,0,1.6226e-06,8.678e+05,-0.21755,-0.43511,0,5.7234e-12,0,0,0,0,-0.00064523,0,0,1e-10,0,0,0,0.42797,1,0,0.05,-0.0267,0
1,4.44e-11,0,1.6226e-06,51379,-0.21754,-0.43507,5.2388e-10,5.3487e-12,-1.7061e-17,6.8939e-15,-8.5293e-13,0,0,0,0,1.144e-06,-0.013423,3.5756e-05,0,0,1,6.6699e-05,0.05,-0.026633,0
1,1.02e-09,0,1.6226e-06,9424,-0.21753,-0.43507,-7.8451e-10,5.8015e-12,-1.395e-16,-5.1252e-14,-1.744e-14,0,0,0,0,9.3141e-06,-0.027393,0.00013037,0,0,1,0.0001334,0.05,-0.026567,0
1,1.1552e-08,0,1.6226e-06,4188.4,-0.21753,-0.43507,-1.3856e-09,5.8286e-12,-6.1453e-16,-8.0411e-14,-2.4297e-14,0,0,0,0,4.0737e-05,-0.041929,0.00029051,0,0,1,0.0002001,0.05,-0.0265,0
1,5.1539e-08,0,1.6226e-06,2321.3,-0.21753,-0.43506,-1.8765e-09,5.8495e-12,-1.6078e-15,-8.8991e-14,-1.928e-14,0,0,0,0,0.00010664,-0.056693,0.00050241,0,0,1,0.0002668,0.05,-0.026433,0
1,1.4969e-07,0,1.6226e-06,1483.8,-0.21753,-0.43505,-2.2007e-09,5.8394e-12,-3.1905e-15,-8.7618e-14,7.838e-15,0,0,0,0,0.00021432,-0.071249,0.00075832,0,0,1,0.0003335,0.05,-0.026367,0
1,3.5898e-07,0,1.6226e-06,1073.4,-0.21752,-0.43504,-2.2793e-09,5.7623e-12,-5.2888e-15,-1.9833e-13,-4.6877e-13,0,0,0,0,0.00036906,-0.084768,0.0010527,0,0,1,0.0004002,0.05,-0.0263,0
1,7.1722e-07,0,1.6226e-06,824.46,-0.21752,-0.43503,-2.192e-09,5.9236e-12,-7.4604e-15,-3.1253e-13,-2.7775e-13,0,0,0,0,0.00055012,-0.096381,0.0013675,0,0,1,0.0004669,0.05,-0.026233,0
1,1.194e-06,0,1.6226e-06,647.65,-0.21751,-0.43502,-2.045e-09,6.0626e-12,-9.566e-15,-3.9154e-13,-8.3383e-14,0,0,0,0,0.00073773,-0.10643,0.0016886,0,0,1,0.0005336,0.05,-0.026166,0
1,1.8002e-06,0,1.6226e-06,526.82,-0.21751,-0.43502,-1.8619e-09,6.0925e-12,-1.155e-14,-4.1699e-13,-9.7039e-14,0,0,0,0,0.00092671,-0.11475,0.0020127,0,0,1,0.0006003,0.05,-0.0261,0
