"Density","Eddy_Viscosity","Heat_Flux","Laminar_Viscosity","Omega","Pressure","Pressure_Coefficient","Residual_Omega","Residual_Pressure","Residual_TKE","Residual_Velocity:0","Residual_Velocity:1","Residual_Velocity:2","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,0.00013012,0,1.6226e-06,96.552,-0.19868,-0.39737,2.2188e-10,1.2355e-11,-1.3925e-13,-4.9231e-12,3.0016e-13,0,0,0,0,0.012544,-0.2015,-0.00093431,0,0,1,0.0028681,0.1,-0.023832,0
1,0.00013373,0,1.6226e-06,95.279,-0.19869,-0.39738,2.1952e-10,1.2378e-11,-1.4125e-13,-4.9235e-12,3.0916e-13,0,0,0,0,0.012709,-0.20072,-0.00097317,0,0,1,0.0029348,0.1,-0.023765,0
1,0.00013734,0,1.6226e-06,94.006,-0.1987,-0.39739,2.1716e-10,1.2401e-11,-1.4325e-13,-4.9239e-12,3.1815e-13,0,0,0,0,0.012874,-0.19995,-0.001012,0,0,1,0.0030015,0.1,-0.023698,0
1,0.00014095,0,1.6226e-06,92.733,-0.1987,-0.39741,2.148e-10,1.2424e-11,-1.4525e-13,-4.9243e-12,3.2715e-13,0,0,0,0,0.013039,-0.19918,-0.0010509,0,0,1,0.0030682,0.1,-0.023632,0
1,0.00014455,0,1.6226e-06,91.46,-0.19871,-0.39742,2.1244e-10,1.2447e-11,-1.4725e-13,-4.9246e-12,3.3614e-13,0,0,0,0,0.013203,-0.19841,-0.0010897,0,0,1,0.0031349,0.1,-0.023565,0
1,0.00014813,0,1.6226e-06,90.257,-0.19872,-0.39743,2.1026e-10,1.247e-11,-1.4922e-13,-4.9244e-12,3.4518e-13,0,0,0,0,0.013366,-0.19763,-0.0011289,0,0,1,0.0032016,0.1,-0.023498,0
1,0.00015159,0,1.6226e-06,89.324,-0.19872,-0.39744,2.0877e-10,1.2492e-11,-1.5111e-13,-4.9218e-12,3.5436e-13,0,0,0,0,0.013521,-0.19682,-0.0011694,0,0,1,0.0032683,0.1,-0.023432,0
1,0.00015505,0,1.6226e-06,88.39,-0.19873,-0.39746,2.0728e-10,1.2513e-11,-1.5299e-13,-4.9192e-12,3.6355e-13,0,0,0,0,0.013676,-0.19601,-0.0012099,0,0,1,0.003335,0.1,-0.023365,0
1,0.00015851,0,1.6226e-06,87.457,-0.19873,-0.39747,2.0579e-10,1.2535e-11,-1.5488e-13,-4.9166e-12,3.7274e-13,0,0,0,0,0.013831,-0.1952,-0.0012504,0,0,1,0.0034017,0.1,-0.023298,0
1,0.00016197,0,1.6226e-06,86.524,-0.19874,-0.39748,2.0429e-10,1.2557e-11,-1.5676e-13,-4.914e-12,3.8193e-13,0,0,0,0,0.013986,-0.19439,-0.0012909,0,0,1,0.0034684,0.1,-0.023232,0
1,0.00016543,0,1.6226e-06,85.591,-0.19875,-0.3975,2.028e-10,1.2579e-11,-1.5865e-13,-4.9114e-12,3.9112e-13,0,0,0,0,0.014141,-0.19358,-0.0013315,0,0,1,0.0035351,0.1,-0.023165,0
1,0.00016889,0,1.6226e-06,84.658,-0.19875,-0.39751,2.0131e-10,1.2601e-11,-1.6053e-13,-4.9088e-12,4.0031e-13,0,0,0,0,0.014296,-0.19277,-0.001372,0,0,1,0.0036018,0.1,-0.023098,0
1,0.00017219,0,1.6226e-06,83.947,-0.19876,-0.39752,2.0025e-10,1.2621e-11,-1.6232e-13,-4.9038e-12,4.0963e-13,0,0,0,0,0.014444,-0.19192,-0.001414,0,0,1,0.0036685,0.1,-0.023031,0
1,0.00017547,0,1.6226e-06,83.266,-0.19877,-0.39753,1.9925e-10,1.2642e-11,-1.641e-13,-4.8984e-12,4.1897e-13,0,0,0,0,0.01459,-0.19108,-0.0014562,0,0,1,0.0037352,0.1,-0.022965,0
1,0.00017875,0,1.6226e-06,82.586,-0.19877,-0.39755,1.9825e-10,1.2662e-11,-1.6588e-13,-4.893e-12,4.2831e-13,0,0,0,0,0.014737,-0.19024,-0.0014984,0,0,1,0.0038019,0.1,-0.022898,0
1,0.00018203,0,1.6226e-06,81.906,-0.19878,-0.39756,1.9725e-10,1.2683e-11,-1.6766e-13,-4.8876e-12,4.3766e-13,0,0,0,0,0.014883,-0.18939,-0.0015407,0,0,1,0.0038686,0.1,-0.022831,0
1,0.00018531,0,1.6226e-06,81.225,-0.19879,-0.39757,1.9625e-10,1.2704e-11,-1.6944e-13,-4.8822e-12,4.47e-13,0,0,0,0,0.01503,-0.18855,-0.0015829,0,0,1,0.0039353,0.1,-0.022765,0
1,0.00018858,0,1.6226e-06,80.545,-0.19879,-0.39759,1.9525e-10,1.2724e-11,-1.7122e-13,-4.8768e-12,4.5634e-13,0,0,0,0,0.015176,-0.1877,-0.0016252,0,0,1,0.004002,0.1,-0.022698,0
1,0.00019186,0,1.6226e-06,79.864,-0.1988,-0.3976,1.9425e-10,1.2745e-11,-1.73e-13,-4.8714e-12,4.6568e-13,0,0,0,0,0.015322,-0.18686,-0.0016674,0,0,1,0.0040687,0.1,-0.022631,0
1,0.00019494,0,1.6226e-06,79.36,-0.19881,-0.39761,1.9348e-10,1.2764e-11,-1.7468e-13,-4.8636e-12,4.7511e-13,0,0,0,0,0.015462,-0.18598,-0.0017114,0,0,1,0.0041354,0.1,-0.022565,0
1,0.00019801,0,1.6226e-06,78.87,-0.19881,-0.39763,1.9272e-10,1.2783e-11,-1.7636e-13,-4.8556e-12,4.8455e-13,0,0,0,0,0.015601,-0.1851,-0.0017555,0,0,1,0.0042021,0.1,-0.022498,0
1,0.00020107,0,1.6226e-06,78.381,-0.19882,-0.39764,1.9196e-10,1.2802e-11,-1.7804e-13,-4.8475e-12,4.9399e-13,0,0,0,0,0.01574,-0.18422,-0.0017996,0,0,1,0.0042688,0.1,-0.022431,0
1,0.00020413,0,1.6226e-06,77.892,-0.19883,-0.39765,1.9121e-10,1.2821e-11,-1.7972e-13,-4.8395e-12,5.0343e-13,0,0,0,0,0.015879,-0.18334,-0.0018437,0,0,1,0.0043355,0.1,-0.022365,0
1,0.0002072,0,1.6226e-06,77.402,-0.19883,-0.39766,1.9045e-10,1.284e-11,-1.814e-13,-4.8315e-12,5.1287e-13,0,0,0,0,0.016018,-0.18246,-0.0018878,0,0,1,0.0044022,0.1,-0.022298,0
1,0.00021026,0,1.6226e-06,76.913,-0.19884,-0.39768,1.897e-10,1.2859e-11,-1.8308e-13,-4.8234e-12,5.2231e-13,0,0,0,0,0.016157,-0.18159,-0.0019319,0,0,1,0.0044689,0.1,-0.022231,0
1,0.00021332,0,1.6226e-06,76.423,-0.19885,-0.39769,1.8894e-10,1.2878e-11,-1.8476e-13,-4.8154e-12,5.3174e-13,0,0,0,0,0.016296,-0.18071,-0.001976,0,0,1,0.0045356,0.1,-0.022164,0
1,0.00021631,0,1.6226e-06,75.978,-0.19885,-0.3977,1.882e-10,1.2897e-11,-1.8641e-13,-4.8066e-12,5.4119e-13,0,0,0,0,0.016434,-0.17982,-0.0020207,0,0,1,0.0046023,0.1,-0.022098,0
1,0.00021913,0,1.6226e-06,75.635,-0.19886,-0.39772,1.8751e-10,1.2915e-11,-1.88e-13,-4.7961e-12,5.5066e-13,0,0,0,0,0.016566,-0.1789,-0.0020669,0,0,1,0.004669,0.1,-0.022031,0
1,0.00022195,0,1.6226e-06,75.293,-0.19887,-0.39773,1.8682e-10,1.2932e-11,-1.8958e-13,-4.7855e-12,5.6013e-13,0,0,0,0,0.016699,-0.17799,-0.002113,0,0,1,0.0047357,0.1,-0.021964,0
1,0.00022478,0,1.6226e-06,74.95,-0.19887,-0.39774,1.8613e-10,1.295e-11,-1.9117e-13,-4.775e-12,5.696e-13,0,0,0,0,0.016832,-0.17707,-0.0021592,0,0,1,0.0048024,0.1,-0.021898,0
1,0.0002276,0,1.6226e-06,74.607,-0.19888,-0.39776,1.8544e-10,1.2968e-11,-1.9275e-13,-4.7644e-12,5.7908e-13,0,0,0,0,0.016964,-0.17616,-0.0022054,0,0,1,0.0048691,0.1,-0.021831,0
1,0.00023042,0,1.6226e-06,74.264,-0.19888,-0.39777,1.8475e-10,1.2985e-11,-1.9434e-13,-4.7539e-12,5.8855e-13,0,0,0,0,0.017097,-0.17525,-0.0022515,0,0,1,0.0049358,0.1,-0.021764,0
1,0.00023324,0,1.6226e-06,73.921,-0.19889,-0.39778,1.8406e-10,1.3003e-11,-1.9592e-13,-4.7433e-12,5.9802e-13,0,0,0,0,0.01723,-0.17433,-0.0022977,0,0,1,0.0050025,0.1,-0.021698,0
